8	8	0	0	1	1
8	8	0	0	1	1
8	6	0	1	3	1
8	4	0	1	3	1
4	4	0	0	1	1
8	8	0	0	1	1
8	8	0	0	1	1
8	0	1	2	4	1
11	3	1	3	5	1
10	5	0	9	10	1
10	0	0	0	2	1
6	0	0	0	1	1
6	0	0	0	2	1
8	2	0	1	2	1
8	4	0	1	2	1
8	2	0	1	2	1
9	4	0	1	2	1
10	3	0	2	3	1
9	2	0	1	2	1
9	2	0	1	2	1
12	4	0	1	2	1
10	2	0	1	2	1
9	1	0	1	2	1
11	2	0	1	2	1
9	4	0	1	2	1
13	4	0	1	2	1
8	2	0	1	2	1
9	1	0	1	2	1
9	4	0	1	2	1
8	4	0	1	2	1
11	0	0	0	2	1
8	4	0	1	2	1
8	4	0	1	2	1
13	1	0	2	4	1
4	0	0	0	1	1
12	1	0	2	3	1
10	3	0	1	3	1
6	0	0	0	1	1
8	2	0	1	2	1
9	4	0	1	2	1
9	4	0	1	2	1
9	3	0	1	2	1
6	1	0	1	2	1
11	1	0	1	3	1
8	3	0	1	2	1
9	1	0	1	2	1
9	1	0	1	4	1
10	1	0	2	4	1
9	3	0	1	2	1
8	2	0	1	2	1
8	2	0	1	2	1
8	0	0	1	2	1
11	4	0	1	2	1
6	0	0	0	1	1
8	4	0	1	2	1
9	1	0	1	2	1
8	3	0	1	2	1
8	4	0	1	2	1
11	2	0	1	3	1
8	4	0	1	2	1
8	1	0	2	3	1
8	4	0	1	2	1
9	2	0	1	2	1
4	0	0	0	1	1
8	1	0	1	3	1
9	4	0	1	2	1
12	4	0	1	2	1
10	2	0	1	2	1
8	4	0	1	2	1
9	1	0	1	3	1
9	1	0	1	3	1
10	2	0	1	2	1
4	0	0	0	1	1
8	1	0	1	2	1
11	0	0	0	1	1
10	4	0	1	2	1
8	0	0	0	1	1
9	0	0	1	2	1
10	1	0	2	3	1
11	3	0	1	2	1
12	3	0	2	3	1
11	3	0	1	2	1
9	1	0	1	2	1
8	2	0	1	2	1
8	2	0	1	2	1
9	2	0	1	2	1
8	3	0	1	2	1
10	4	0	1	2	1
12	0	0	0	4	1
9	2	0	1	2	1
8	2	0	1	2	1
8	1	0	1	2	1
8	4	0	1	2	1
9	1	0	2	4	1
10	2	0	1	2	1
8	0	0	0	1	1
11	2	0	1	2	1
8	0	0	0	2	1
8	2	0	1	2	1
6	1	0	1	2	1
