13	0	0	2	3	3
9	1	0	2	4	3
12	4	0	2	5	3
9	0	1	1	5	3
9	0	0	3	4	3
8	4	1	2	3	3
8	3	0	2	3	3
12	1	0	2	3	3
8	1	0	3	4	3
9	3	0	2	3	3
8	0	0	1	4	3
12	3	0	3	4	3
8	1	0	3	4	3
8	1	0	2	3	3
8	1	0	2	3	3
9	3	0	2	3	3
8	0	0	2	3	3
9	3	0	2	3	3
13	4	0	2	4	3
8	0	0	1	2	3
9	6	1	2	4	3
8	1	0	2	3	3
8	1	0	2	3	3
8	2	0	2	3	3
8	2	0	2	3	3
8	2	0	2	3	3
10	4	0	2	3	3
9	3	0	3	5	3
9	3	0	2	3	3
10	1	0	2	3	3
8	4	0	2	3	3
8	1	0	2	3	3
9	3	0	2	4	3
13	3	0	2	4	3
8	2	0	2	3	3
8	4	0	2	3	3
8	0	0	1	2	3
8	2	0	2	3	3
8	2	0	3	5	3
12	2	0	2	5	3
8	2	0	2	4	3
9	3	0	2	3	3
9	1	0	2	3	3
9	3	0	2	3	3
9	3	0	2	3	3
8	1	0	3	5	3
9	3	0	2	3	3
8	2	0	2	3	3
8	2	1	2	6	3
8	2	1	2	6	3
8	2	1	2	6	3
8	2	1	2	6	3
8	2	1	2	6	3
8	2	1	2	6	3
8	2	1	2	6	3
8	2	1	2	6	3
8	2	1	2	6	3
8	2	1	2	6	3
8	2	1	2	6	3
12	2	0	3	4	3
8	3	0	3	4	3
8	4	2	3	4	3
10	0	0	1	3	3
10	4	0	3	4	3
9	3	0	2	3	3
10	4	0	3	4	3
9	2	0	2	3	3
8	0	0	2	3	3
10	2	0	3	4	3
8	0	0	1	2	3
12	4	0	2	3	3
10	2	0	2	3	3
9	4	0	4	6	3
10	6	0	3	4	3
11	8	0	1	2	3
8	4	0	1	2	3
13	4	0	3	4	3
9	1	0	2	4	3
10	1	0	2	4	3
8	3	0	2	3	3
9	3	0	2	3	3
8	4	0	2	3	3
8	2	0	1	2	3
9	4	0	1	2	3
18	8	0	1	3	3
8	6	1	1	2	3
9	6	0	1	2	3
12	3	0	2	3	3
14	6	0	2	3	3
12	4	0	2	5	3
14	9	0	2	4	3
9	7	0	2	3	3
10	7	0	2	3	3
11	6	0	2	3	3
9	5	1	2	3	3
9	5	1	2	3	3
9	4	0	2	4	3
8	4	0	1	2	3
10	3	0	2	3	3
8	3	0	2	3	3
